text,labels
@SenTedCruz Didnt you vote to repeal Sanction for Oleg Deripaska and Rusal? Doesnt Rusal process Aluminum for Nuclear Devices? Do you work for the US or Russia? Hypocrite Much? #TrumpTantrum #TrumpIsATraitor #TrumpCrimeFamily #TrumpConcentrationCamps #TrumpCriminalInvestigations,0
"“Johnson doesn’t just seem like a fucking moron, he is a fucking moron” #BorisJohnsonShouldNotBePM #ToryLeadeshipContest https://t.co/Ro7lCqvru2",0
@TheRealOJ32 Go. Away. Stay. Away. #killer #murderer,0
@realDonaldTrump An actual presidential poll:    Sliding down a 10 foot razor blade using your balls as brakes 42%    Trump 41%    #MAGA #Trump2020 #poll #dumbasses #fucktrump,1
Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,1
https://t.co/mN9i1OwGg1 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM,1
#fucktrump #trump2020  Even Trumperrhoids are agahst at Prezter the Molester's admission that he would cooperate with a foreign government to influence American elections    EXCLUSIVE: Trump says he would listen if foreigners offered dirt on opponents https://t.co/xbGGLpPEBs,1
"My god, such a loser. #fucktrump https://t.co/VOaMDvuamA",1
@MSNBC @MTPFirstRead Only 1 cares about the spotlight. The other cares about America. #fucktRump,1
I liked the pledge of £350m/wk for the #NHS - @MattHancock do you think @BorisJohnson will make good on his pledges in the order he promised them?    If so he's got a lot to do if he'll sort the internet out by 2025.    #BorisJohnsonShouldNotBePM https://t.co/DkQujogvnG,1
You changed your name for an idiot. Think on that.   #FUCKtRump  #FUCKTheGOP           GOP = Guardians of Putin https://t.co/4TYbWzB669,0
Anti Trump AF Coffee Mug https://t.co/GtEf0l0d9h #AntiTrumpAF #AntiTrump #FuckTrump https://t.co/B3zhZV7B9V,1
I deeply request all indian fans to carry the Balidan dagger flag whoever going to watch the cricket in stadium or wear T-shirt with the logo. @ICC Show the power of us #DhoniKeepsTheGlove #IndiaWithDhoni,1
If I haven’t said it today FUCK TRUMP 😂🤷‍♀️ #fucktrump,0
Karnataka doctor commits suicide at PGIMS Rohtak after denied leave for sister's wedding https://t.co/Z056DsTroa  #SaveTheDoctors   #DoctorsFightBack   #DoctorsProtest   #DoctorsStrike,1
Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest,1
#ShameOnICC for organising such an important tournament at such a time when half of the matches are getting washed away...... https://t.co/rYwp6ORTPk,0
Is this the cricket world cup or swimming world cup?    #ShameOnICC #CWC19 https://t.co/TWtiO82fuG,1
"If Army is not a part of any political party, then i believe every political parties should support dhoni for wearing #BalidanBadge #DhoniKeepsTheGlove",1
"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen https://t.co/JHCJgBn4ZQ",1
@uncle04jim1 @MAGAIT My apologies I must be getting too caught up in this and wasn’t paying attention!  #fucktrump #BlueWave2020,1
"I forgot #ignorant, #uneducated, #draftdodging, #whoring, #pussygrabber, #rapist, #moneylaundering, #familyseparating, #childkilling, #employedillegals, #taxevading,  #stupid as f#uck #famialchainimmigration #putinsucking #highheelwearing #illtuxfitting and #somuchmore",0
I'm NOT checking any fucking citizenship box #FuckTrump. https://t.co/nfe8RKYIKV,0
#baapbaaphotahai  cockroaches will always be cockroaches   #terroristNationPakistan,1
@TheRealOJ32 Any luck finding Nicole’s killer? #MURDERER,1
#shameonicc  English:#ShameOnICC   Indian daily soaps: Bahr aapki thoo-thoo ho rhi h znab  @aryashekhar67 🤣😂🤣,1
1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1
We would be imprisoned in a heartbeat for this bullshit. #FuckTrump https://t.co/eNykVUwjBO,0
"#NewsroomLive | As rain pours misery over #WorldCup joy, internet seeks refuge in memes.     @shaayaan gets you more on #ShameOnICC that's trending on  the internet https://t.co/hXr9q5xIZz",1
A tale of two gloves.    1. #Balidan socked out   #Pakistan and they complained to #ICC    #Chugli wale aaye #INDvsPAK khelne :)    #DhoniKeepsTheGlove  1 match fine worth it :)    2. Another failed a bouncer test.    Kitne aadmi the #Gabbar?  Ek Nile poora :(    Get well soon #ShikharDhawan! https://t.co/v6rWnFdy91,0
@TheRealOJ32 Not here.      Not ever.      #Murderer,1
@GodcallsBS What an idiot. This asshole thinks he’s fucking #SamGiancana #FuckTrump,0
"#KellenWinslowII trial: #Guilty of #rape, #indecent #exposure, #lewdconduct https://t.co/jygu6Ii1e2? #convictedrapist #Rapist #Homelesswoman #Homeless #Chargers #sexualharassment #Sexualassault #Sexualmisconduct #Sexabuse #sexassault #sexcrimes #NFL",0
@realDonaldTrump C'mon Vlad! Spill the beans on what you have on @realDonaldTrump! Look at how scared Trump is! #TrumpIsATraitor #ImpeachTrump #VladimirPutin cc: @nytimespr @nytimes https://t.co/EmN46BZQKj,1
'Iran written all over it.' Shades of Tonkin gulf perhaps? #fucktrump #liarinchief #propaganda,1
@ICC @imVkohli And what do we applaud ICC for? For disappointing Worldwide Fans and Sponsors of the tournament by not considering the fact how rains could play spoilsport to the tournament...#ShameOnICC @BCCI,1
What a fucking idiotic thing to do! Threaten proper journalists for supposedly being biased while working for one of the worst disinformation newspapers around! #Dickhead https://t.co/kP77Mv931Z,0
"@MajorPoonia @ICC @cricketworldcup @msdhoni @TShirtBhaiya + while saluting #Dhoni's patriotism, he should just play cricket &amp; bring #WorldCup2019 home. Imagine the fallout if #DhoniKeepsTheGlove. #PandoraBox!  Do you want every team including Pak also wearing insignia badges of their armies on gloves or t-shirts and God knows what not?!",1
"Faith-Based School Cofounded by Nicholas Sparks Accused of Homophobic, Racist Policies and Ideology #Resist #ResistTrump #FuckTrump https://t.co/YrRa9WjmfX",0
#Savethedoctors #SAVEDOCTORS #DoctorsFightBack #doctors_against_assault #DoctorStrike  . We deserve respect not arrogance. https://t.co/VdUAQmn2XA,1
They say colouring is therapeutic..... I just finished my newest piece and I couldn’t agree more ❤️🤣👊😂🙏    #canadianshatetrump #ResistTogether #fucktrump https://t.co/p7VSz9zexe,1
"@TheRealOJ32 You’re really stabbin...er, grabbin straws here.  Go away     #MURDERER",0
@RepSwalwell @realDonaldTrump All the positive replies on here are bots! You are such a #Douchebag,1
"#DhoniKeepsTheGlove Dear Dhoni, If at all under pressure you have change ur keeping gloves request u to have a temprary body Tatoo done on ur Neck with Balidan badge....",1
This is getting bigger!    Dr. Plaban Mukherjee the first cardiologist to carry out a successful heart transplant in a govt. medical hospital in India &amp; East India resigns.    #SaveTheDoctors #DoctorsFightBack #IstandwithNRS https://t.co/phNsrURlw2,1
@ICC what's your problem if DHONI wear the balidaan badge on the gloves #keepthegloves   #DhoniKeepTheGlove   #DhoniKeepTheGlove   @icc your work is need to run the tournament properly  @ChennaiIPL   #WhistlePodu   #Yellove   #DhoniKeepTheGlove   #DhoniKeepsTheGlove,1
Didt he do well #BorisJohnsonShouldNotBePM https://t.co/YzmmKnLSmL,1
"'As a TMC supporter, I am deeply ashamed...': Kolkata Mayor's daughter Shabba Hakim slams Mamata Banerjee alleging inaction and silence over protection of doctors. Read here  #DoctorsFightBack  https://t.co/zX2isBXyOm",1
@labourpress Great parliamentary quotes of our times. #BorisJohnsonShouldNotBePM https://t.co/Dj0gj6FPE4,0
A billion Cricket fans waited four years to watch how it rains in England #ShameOnICC @ICC @BCCI #CWC19 https://t.co/hhGMF2CMKY,1
#Trump puts golf before country! #TrumpIsATraitor,0
#ICC did this #ICCWorldCup2019 for money without any brains.England is hosting this time but where's the Preparations? It looks like #WorldCup2019 of Swimming not Cricket!   But in #dhoni's case they have time &amp; energy? #Hypocrite I think #ICC thinks he's #Thanos  😡🖕#ShameOnICC https://t.co/6fWMCrKCMY,0
Representative Duncan Hunter’s Wife Pleads Guilty in Corruption Case #Resist #ResistTrump #FuckTrump https://t.co/7msI4DF1LS,1
"Due to his achievements as a cricketer, former Indian cricket team captain, MS Dhoni was given a honoury commission as a Lt Colonel in the territorial army... #DhoniKeepsTheGlove",1
"Abu Taher Khan, MP, AITC threatened Junior Doctors of MURSHIDABAD MEDICAL COLLEGE &amp; HOSPTITAL Publicly and provoked others to attack.   Shame Legislator shame...    We r not afraid of such threatening..   #juniordoctorsunity #DoctorsFightBack",0
"Max Hastings, ex editor of Telegraph:    “Boris Johnson is one of the most brilliant and entertaining journalists that I know, but the tragedy is he thinks he is Winston Churchill - when in reality he is Steve Coogan” ..    #BorisJohnsonShouldNotBePM  #BollockstoBrexit  #PeoplesVote https://t.co/02ViOqsLrH",1
😂😂🤙🏽🤙🏽😰😰 Buy a #fucktrump #hat today. I took the price down &amp; #freeshipping CLICK on LINK in my bio. Or PRE-Order a #chingatrump hat ! 🤙🏽🤟🏾👊🏽💪🏾 #peaceout #forthewin #imissobama #dumptrump #resist #impeach #etsy… https://t.co/UR1FktTpt9,0
Focus On the Management instead Of Keepers Gloves 😡 #ShameOnICC @ICC @ICCMediaComms @cricketworldcup https://t.co/XdeqCwLPKa,0
@LeftwardSwing We have our favorites. That said.....  #VoteBlueToSaveAmerica   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #VoteBlue #ResistanceUnited,1
I must ask #Dhoni to withdraw from @ICC  world cup. Why @adgpi allowed #dhoni to wear insignia during a cricket match. Do Indian Army need such a cheap trick ?  #DhoniKeepTheGlove #DhoniKeepsTheGlove,1
I am old enough to remember when #traitor #RussianAsset #rapist #liar #whitesupremasist #mobboss #failure #LOSER #taxdodger #warlord were insults @realDonaldTrump #resist I am a registered #Republican and my @GOP should be ashamed of itself. #ImpeachTrumpNow,0
@Carterjnelson1 @CoryBooker Says the man who is just returning from a twitter ban 😂😂😂 🖕🏾youre all criminals!   Impeach immediately!   #fucktrump,0
"@cspan @GOPLeader Just love, love , love (sarcasm) how GOP can say the exact opposite of what POTUS said and meant - then claim it's true, all with a straight face.  It's abuse of power and it undermines our Democracy when we're lied to constantly about obvious things. #FuckGOP and #FuckTrump",1
"Doctors are god, they are lifeline..🙌🙏  Caption it please..🙏🙏🙌🙌  #BengalDoctorsStrike  #DoctorsFightBack https://t.co/0C3IGLrNw7",1
@PointlessBrexit @JohnnyMercerUK #BorisJohnsonShouldNotBePM is a bare faced liar. That all you need to know. Should not even be on the ballot. Shame on you shame on your party,0
(1/2)  Rain stops the match  ICC : we have rain insurance  Onto the next match  This is what @icc does.  #ShameOnICC if you can't organise #Worldcup Match you must stop calling yourself the apex body and relinquish those rights to someone capable enough like @CricketAus or  @BCCI https://t.co/LgWhZTJzoA,0
"ICC turns down BCCI request, #MSDhoni  can't sport #BalidanBadge     Do you agree with this 🤔..    #DhoniKeepTheGloves #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeSaathDesh",1
@mikey_moen @forwardarc I cannot stop thinking about this! 😭😭🤬🤬😭😭🤬🤬    #FuckTrump on #JohnMcCainDay,0
Hilarious because closely brushing the truth 😂🤣😂🤣😆😉  #BorisJohnsonShouldNotBePM   Boris Johnson dodging public debates to avoid inadvertently fathering a child during one - https://t.co/fkY6BG4mMD via @newsthump,1
AOC is right and you are wrong.\nYou're just another shill for tRUmp at this point.\nYou should be ashamed of yourselves.,1
If you yhink about it cricket is run by indian ppl's money and ECB is wasting it #ShameOnICC,1
"Between this fight of TMC &amp; BJP, these doctors are paying price of doing their work with dedication.    A junior doctor in BHCM was beaten to an extent that his skull fractured and he is fighting for his life in ICU.    I fully support #DoctorStrike.🙏    #SaveBengal #DoctorsFightBack https://t.co/ZiT8qUzVEZ",1
With no doubt this is a total insane and illiterate behavior.     https://t.co/OReHVIt9hZ    #imranhataomulkbachao #ShanghaiCooperationOrganisation,0
Salute to doctors who risk their very own lives but continue to serve their motherland 🙇‍♂️  #Savethedoctors   #DoctorsFightBack   #DoctorsProtest   #SaveBengal https://t.co/zz3ugTioiZ,1
The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan    #IndiaVsPakistan https://t.co/j4BMFAxoZP,1
How the rest of the World Cup will be played 😂    #ShameOnICC #CWC19 https://t.co/cNO2fBhbtQ,0
GUILTY AS HELL😡  #murderer https://t.co/4lGG2cU9uh,0
#dirtyjohn #bravo holy crap the guy was in #LosGatos and that's in my neck of the woods it's #siliconvalley #sanjose #scary #murderer,1
Who's going to win today??  🇮🇳vs🇦🇺 #INDvAUS #INDvsAUS #CWC19 #cwc2019 #TeamIndia #CmonAussie  @BCCI @CricketAus #SundayThoughts #CricketWorldCup2019 #CricketMeriJaan #DhoniKeepsTheGlove #dhonigloves #ViratKohli #AaronFinch,1
i told my doctor i cant sleep and he said have sex ???? come over and fuck me yourself you coward,0
Every supporter of the current White House occupant who continues to support him after his latest treasonous comments can all fuck right the fuck off for-fucking-ever. #fucktrump #itmfa #TraitorTrump #ImpeachTrumpNow,0
You're the one who's bad for this country. You can't be trusted!  #TrumpIsATraitor https://t.co/oQprgYesyY,0
"It seems that trump supporters don’t understand how “respect” works. It is earned through action and intention, not through accomplishments.   #fucktrump #allgodsarefalsegods",0
@ArunSFan @RahulGandhi Moron.. Wen u will talk about India.. And not restrict u r self to a party.. Think beyond party.. Think beyond congress.. Think for poor people. Think for.. Developing India.. U #@#@#.. #congressmuktbharat,0
@TheRealOJ32 Hey @TheRealOJ32 these hashtags came up under your name for some reason...  #murderer #killer #guilty #guiltyAF #doublemurder #brentwood #nakedgun,1
"Trump is now 'buying' the Iowa farmers vote by lifting restrictions on the sale of Ethanol E15 during the summer months, an Obama rule to reduce smog!      Trump says he'll get it done, so corn crops will be in high demand!     Who needs clean air anyway? 🙄  #FuckTrump  #ImpeachTheMF",0
